document_id,most_prevalent_topic_id,most_prevalent_topic_probability,text_excerpt,state,school type,grade,year,subject
0,12,0.4872655272304377,"erläutern Chancen und Herausforderungen unterschiedlicher Möglichkeiten von Partizipation in einer demokratischen Gesellschaft u. a. Künstliche Intelligenz, soziale Medien, vergleichen die Gesellschaften zugrundeliegenden Werthaltungen kritisch, beschreiben ausgewählte gesellschaftliche Probleme hinsichtlich ihrer Ursachen, Entwicklungen und Konsequenzen, beschreiben Freiheitsrechte und deren mögliche Gefährdung, erläutern Gerechtigkeitsgrundsätze, stellen das Verhältnis von Recht, Gerechtigkeit und Rechtsstaat dar. Urteilskompetenz Die Schülerinnen und Schüler beurteilen den Einsatz von Künstlicher",NRW,,Sek1,2024.0,"Ethik, Philo"
1,7,0.9660714277435093,"auch in den Medien, dass Konflikten mit Gewalt oder Gleichgültigkeit begegnet wird. Durch eine Auseinandersetzung mit Fragen nach Moral und Ethik werden die Schülerinnen und Schüler dafür sensibilisiert, Ausprägungen und Ursachen verschiedener Konflikte zu erkennen und nach Möglichkeiten für eine friedliche Konfliktlösung zu suchen. Dafür ist eine ethische Reflexion über Formen, Fundamente und Funktionen verschiedener Absprachen, Regeln und Rituale unabdingbar. Dies",Niedersachsen,Oberschule.pdf,,,"Ethik, Philo"
2,12,0.9326553409887468,"Temperament, auffällige Merkmale benennen Beispiele für gängige Vorurteile und Klischees. Vorurteile und Klischees bezogen auf Aussehen, Geschlechterrollen, Lebensalter, Religionszugehörigkeit, soziale und ethnische Herkunft Klischees und Stereotype in den Medien erläutern Ursachen und Folgen von Vorurteilen. Unkenntnis, Desinteresse, Intoleranz, Unsicherheit, Schwarz-Weiß-Denken, Stärkung des Ich- und Wir-Gefühls, Aufbau von Feindbildern, Ausgrenzung, Diskriminierung, Konflikte, Gewalt diskutieren Möglichkeiten und Voraussetzungen eines toleranten Zusammenlebens. Minimalkonsens grundlegender",Niedersachsen,Oberschule.pdf,,,"Ethik, Philo"
3,6,0.978409090851289,"-verläufe. Sucht, Misserfolg, soziale Ausgrenzung, Vereinsamung, Verlusterfahrungen, Konfrontation mit Gewalt, Tod Krisenverlaufsmodell beschreiben verschiedene Suchtformen. stoffgebundene Süchte z. B. Alkohol, Nikotin, Medikamente, Verhaltenssüchte z. B. Online-Sucht, Kaufsucht, Spielsucht erläutern mögliche Ursachen und Auswirkungen von Süchten. beschreiben verschiedene Orientierungsmöglichkeiten. Unsicherheit, Einsamkeit, Langeweile, Gruppenzwang, Neugier, persönliche Probleme Abhängigkeit, Isolation, gesundheitliche Schäden, Verkehrsdelikte, Beschaffungskriminalität Individuum in der globalisierten Welt Unübersichtlichkeiten von Lebenswelten, Instabilität von",Niedersachsen,Oberschule.pdf,,,"Ethik, Philo"
4,7,0.7545903318658855,"Ethik Leitthema: Ethische Grundlagen für Konfliktlösungen Erwartete Kompetenzen am Ende von Schuljahrgang am Ende von Schuljahrgang Mögliche Inhalte für den Kompetenzerwerb Die Schülerinnen und Schüler ... benennen verschiedene Formen und Ursachen von Konflikten und Gewalt. verbale, nonverbale, physische, psychische Gewaltformen z. B. Mobbing, Stalking, medial vermittelte Gewalt, Autoaggression Armut, Imperialismus, Kriege, Terror, ethnische Konflikte, religiös begründete Auseinandersetzungen stellen Schwierigkeiten bei der",Niedersachsen,Oberschule.pdf,,,"Ethik, Philo"
5,20,0.9604166664827535,"alternativer Lebenskonzepte, z. B. das des Buen Vivir Ist das Verhältnis von Wohlstand/Armut und Glück messbar Sein: Die Welt Kultur Ethik / Armut und Wohlstand inhaltsbezogene Kompetenzen methodisch-didaktische Hinweise beschreiben Ursachen, Faktoren und Folgen von Armut und Wohlstand: o soziale Unterschiede, o elementare/normale Bedürfnisse/Luxus, o unterschiedliche Chancen Fairness, Gerechtigkeit, o Kinderarbeit Kinderrechte. Ist Armut sichtbar, messbar oder nur ein Gefühl vergleichend:",Saarland,GemS,"5,6",2018.0,"Ethik, Philo"
6,19,0.9547619043050458,"d. h. man lernt ihn nur durch Erfahrung kennen und kann immer wieder von seinem eigenen Charakter überrascht werden, konstant, er verändert sich im Laufe des Lebens nicht. Motive sind Ursachen, die auf den Willen wirken. Das stärkste Motiv führt über den Willen zum Entschluss. Dabei führt der individuelle Charakter eines Menschen dazu, dass ein Motiv bei Menschen mit unterschiedlichem Charakter",,,,2006.0,"Ethik, Philo"
7,19,0.5616988423889846,"Lernbereich : Konflikte und ihre Regelung ca. Std. Kompetenzerwartungen Die Schülerinnen und Schüler ... akzeptieren Konflikte als alltägliche Herausforderung ihres Menschseins und nutzen die Entwicklungsmöglichkeiten, die sie bieten. erkennen mögliche Ursachen von Konflikten, indem sie Motive und Interessen sowie ggf. Vorurteile, unterschiedliche Wahrnehmungen und einfach strukturierte Kommunikationsprobleme analysieren. sprechen Konflikte offen an und geben sich nicht mit Scheinlösungen zufrieden. lösen einfach",Bayern,Gym,7,,"Ethik, Philo"
8,10,0.4446866713219728,"in die Situation von Mobbingopfern. Sie sind sich der Bedeutung der Zuschauer bewusst und tragen zur Beendigung von Mobbingfällen bei. Inhalte zu den Kompetenzen: Sach- und Beziehungsebene in der Kommunikation Ursachen von Konflikten: unterschiedliche Wahrnehmung, Interessen, Motive und Erwartungen, Vorurteile, Kommunikations- und Beziehungsprobleme Konflikte als Chance: Klärung zwischenmenschlicher Beziehungen, Interessenausgleich, persönliche Weiterentwicklung Konflikte in der eigenen Lebenswelt Eltern, Lehrer, Gleichaltrige und",Bayern,Gym,7,,"Ethik, Philo"
9,10,0.7937517204739634,"Intelligenz, Hirnforschung Q. Gewalt und Krieg grundlegendes Niveau Grundkurs und Leistungskurs Rechtfertigungen von Gewalt Widerstandsrecht: Tyrannenmord, ziviler Ungehorsam Terrorismus Rechtfertigungen von staatlicher und revolutionärer Gewalt Ursachen für Kriege Bürger-Krieg als Ursache von Flucht und Vertreibung Theorien des gerechten Krieges, Pazifismus Friedensethik: Friedensvertrag und Friedensbund; ewiger Frieden erhöhtes Niveau Leistungskurs Begriffsklärungen und Handlungsoptionen Wo beginnt Gewalt - und was ist zumutbar Begriffsbildungen",Hessen,Gym,Sek2,2024.0,"Ethik, Philo"
10,10,0.7937517204739634,"szientifischer Auflösungen der Schuldfrage: Künstliche Intelligenz, Hirnforschung Q. Gewalt und Krieg grundlegendes Niveau Grundkurs und Leistungskurs Rechtfertigungen von Gewalt Widerstandsrecht: Tyrannenmord, ziviler Ungehorsam Terrorismus Rechtfertigungen von staatlicher und revolutionärer Gewalt Ursachen für Kriege Bürger-Krieg als Ursache von Flucht und Vertreibung Theorien des gerechten Krieges, Pazifismus Friedensethik: Friedensvertrag und Friedensbund; ewiger Frieden erhöhtes Niveau Leistungskurs Begriffsklärungen und Handlungsoptionen Wo beginnt Gewalt -",Hessen,Gym,Sek2,2024.0,"Ethik, Philo"
